Loai_San,Cap_Do_Ben,Chieu_dai_L(m),Chieu_ron_W(m),Be_day_h(m),Tai_trong_ULS(kN/m2),Phan_tu_so,Momen_M11(kNm/m),Momen_M22(kNm/m)
San_console_Cantilever,C35/45,3.82,2.01,0.13,9.01,1298,-18.201,-1.82
Ban_dam_1_phuong,C25/30,11.57,3.53,0.12,8.67,1299,10.804,2.161
San_console_Cantilever,C20/25,3.14,1.97,0.12,8.67,1300,-16.824,-1.682
San_phang_Flat_Slab,C30/37,10.05,7.16,0.3,14.74,1301,79.55,37.783
San_o_co_Waffle_Slab,C20/25,17.31,11.66,0.47,11.71,1302,76.418,168.419
San_console_Cantilever,C20/25,6.0,1.3,0.11,8.33,1303,-7.039,-0.704
San_o_co_Waffle_Slab,C40/50,15.25,11.41,0.43,11.03,1304,68.927,123.128
San_phang_Flat_Slab,C25/30,9.26,7.35,0.24,12.72,1305,64.93,34.358
San_console_Cantilever,C30/37,3.47,1.44,0.12,8.67,1306,-8.989,-0.899
San_phang_Flat_Slab,C30/37,11.92,8.42,0.22,12.05,1307,90.706,42.715
Ban_ke_4_canh_2_phuong,C25/30,5.39,3.23,0.17,10.36,1308,4.864,10.534
Ban_dam_1_phuong,C25/30,8.84,3.29,0.13,9.01,1309,9.753,1.951
San_console_Cantilever,C40/50,7.53,2.09,0.14,9.35,1310,-20.421,-2.042
Ban_dam_1_phuong,C35/45,10.98,3.72,0.13,9.01,1311,12.468,2.494
San_console_Cantilever,C40/50,7.37,2.34,0.1,8.0,1312,-21.902,-2.19
San_phang_Flat_Slab,C20/25,7.51,6.37,0.29,14.41,1313,51.702,29.236
San_phang_Flat_Slab,C30/37,7.79,7.3,0.23,12.38,1314,52.801,32.987
Ban_ke_4_canh_2_phuong,C40/50,8.81,5.6,0.13,9.01,1315,12.715,24.476
Ban_ke_4_canh_2_phuong,C20/25,8.46,5.19,0.14,9.35,1316,11.333,23.422
San_phang_Flat_Slab,C25/30,13.27,9.57,0.29,14.41,1317,137.249,65.987
San_console_Cantilever,C20/25,3.52,1.4,0.12,8.67,1318,-8.497,-0.85
Ban_dam_1_phuong,C40/50,6.35,2.47,0.14,9.35,1319,5.704,1.141
San_console_Cantilever,C30/37,3.27,1.59,0.12,8.67,1320,-10.959,-1.096
Ban_dam_1_phuong,C20/25,12.1,3.49,0.14,9.35,1321,11.388,2.278
San_phang_Flat_Slab,C40/50,9.45,8.29,0.22,12.05,1322,70.8,41.406
Ban_ke_4_canh_2_phuong,C25/30,9.33,4.74,0.2,11.37,1323,11.496,34.641
San_console_Cantilever,C40/50,3.07,2.26,0.14,9.35,1324,-23.878,-2.388
Ban_dam_1_phuong,C20/25,10.29,3.01,0.15,9.68,1325,8.77,1.754
Ban_ke_4_canh_2_phuong,C35/45,8.04,4.92,0.16,10.02,1326,10.915,22.67
San_phang_Flat_Slab,C35/45,7.13,6.52,0.22,12.05,1327,42.013,25.613
San_console_Cantilever,C40/50,8.0,2.47,0.12,8.67,1328,-26.447,-2.645
San_phang_Flat_Slab,C25/30,9.86,7.96,0.3,14.74,1329,86.766,46.697
San_console_Cantilever,C25/30,4.26,1.23,0.12,8.67,1330,-6.558,-0.656
San_phang_Flat_Slab,C35/45,11.59,8.66,0.22,12.05,1331,90.709,45.185
San_console_Cantilever,C35/45,5.87,1.74,0.14,9.35,1332,-14.154,-1.415
San_phang_Flat_Slab,C35/45,10.66,9.29,0.26,13.4,1333,99.527,57.824
San_o_co_Waffle_Slab,C20/25,10.51,10.48,0.42,11.03,1334,58.149,58.482
Ban_dam_1_phuong,C20/25,10.0,3.01,0.13,9.01,1335,8.163,1.633
San_phang_Flat_Slab,C40/50,8.9,7.51,0.26,13.4,1336,67.173,37.788
San_console_Cantilever,C30/37,6.43,1.51,0.12,8.67,1337,-9.884,-0.988
Ban_ke_4_canh_2_phuong,C20/25,7.19,5.1,0.12,8.67,1338,10.148,15.687
San_o_co_Waffle_Slab,C25/30,13.09,10.69,0.41,10.7,1339,58.692,88.004
Ban_ke_4_canh_2_phuong,C40/50,6.03,3.22,0.17,10.36,1340,4.834,13.184
San_console_Cantilever,C25/30,6.3,1.57,0.12,8.67,1341,-10.685,-1.069
Ban_dam_1_phuong,C30/37,9.66,3.71,0.11,8.33,1342,11.465,2.293
San_phang_Flat_Slab,C30/37,10.63,7.12,0.29,14.41,1343,81.797,36.525
San_phang_Flat_Slab,C40/50,12.19,9.88,0.26,13.4,1344,121.039,65.402
Ban_dam_1_phuong,C30/37,6.09,2.58,0.1,8.0,1345,5.325,1.065
San_console_Cantilever,C35/45,7.68,1.44,0.12,8.67,1346,-8.989,-0.899
Ban_ke_4_canh_2_phuong,C40/50,4.23,3.22,0.14,9.35,1347,4.363,5.855
San_phang_Flat_Slab,C40/50,7.09,6.01,0.22,12.05,1348,38.51,21.762
San_o_co_Waffle_Slab,C30/37,13.33,9.77,0.41,10.7,1349,49.025,91.261
Ban_ke_4_canh_2_phuong,C25/30,4.83,3.11,0.17,10.36,1350,4.509,8.459
Ban_ke_4_canh_2_phuong,C35/45,3.46,3.01,0.2,11.37,1351,4.636,4.764
Ban_dam_1_phuong,C35/45,10.82,3.47,0.12,8.67,1352,10.439,2.088
San_o_co_Waffle_Slab,C30/37,14.08,9.47,0.37,10.36,1353,44.597,98.584
San_console_Cantilever,C25/30,5.71,2.2,0.12,8.67,1354,-20.981,-2.098
Ban_dam_1_phuong,C40/50,11.88,3.99,0.11,8.33,1355,13.261,2.652
Ban_dam_1_phuong,C30/37,7.27,3.35,0.15,9.68,1356,10.863,2.173
San_phang_Flat_Slab,C40/50,9.24,6.96,0.28,14.07,1357,67.864,34.079
Ban_ke_4_canh_2_phuong,C30/37,7.0,5.74,0.18,10.7,1358,15.864,18.351
San_o_co_Waffle_Slab,C30/37,14.3,11.02,0.48,12.05,1359,70.241,118.277
Ban_ke_4_canh_2_phuong,C25/30,4.43,4.37,0.16,10.02,1360,8.611,6.882
San_console_Cantilever,C35/45,6.37,1.6,0.15,9.68,1361,-12.39,-1.239
San_phang_Flat_Slab,C20/25,8.39,6.87,0.21,11.71,1362,50.622,27.634
Ban_ke_4_canh_2_phuong,C40/50,8.54,4.49,0.16,10.02,1363,9.09,25.577
Ban_ke_4_canh_2_phuong,C35/45,7.59,5.04,0.19,11.03,1364,12.608,22.24
San_o_co_Waffle_Slab,C30/37,11.73,9.54,0.41,10.7,1365,46.744,70.668
San_console_Cantilever,C30/37,3.0,1.41,0.13,9.01,1366,-8.956,-0.896
San_console_Cantilever,C35/45,5.47,2.06,0.13,9.01,1367,-19.117,-1.912
Ban_ke_4_canh_2_phuong,C30/37,5.61,3.4,0.17,10.36,1368,5.389,11.412
San_console_Cantilever,C25/30,3.94,1.43,0.13,9.01,1369,-9.212,-0.921
San_console_Cantilever,C40/50,7.6,1.26,0.14,9.35,1370,-7.422,-0.742
San_console_Cantilever,C25/30,6.43,1.52,0.12,8.67,1371,-10.016,-1.002
Ban_ke_4_canh_2_phuong,C30/37,9.44,5.44,0.16,10.02,1372,13.344,31.252
Ban_dam_1_phuong,C20/25,6.04,2.58,0.13,9.01,1373,5.997,1.199
Ban_ke_4_canh_2_phuong,C20/25,5.91,5.11,0.16,10.02,1374,11.774,12.249
San_phang_Flat_Slab,C40/50,13.37,9.01,0.22,12.05,1375,108.869,48.911
San_phang_Flat_Slab,C40/50,12.15,8.16,0.29,14.41,1376,107.15,47.975
San_o_co_Waffle_Slab,C20/25,16.09,11.23,0.38,10.36,1377,62.713,128.74
San_phang_Flat_Slab,C40/50,9.5,6.35,0.25,13.06,1378,59.088,26.331
Ban_dam_1_phuong,C30/37,7.41,2.91,0.14,9.35,1379,7.918,1.584
San_console_Cantilever,C25/30,4.54,1.25,0.12,8.67,1380,-6.773,-0.677
Ban_dam_1_phuong,C35/45,7.49,3.35,0.15,9.68,1381,10.863,2.173
Ban_dam_1_phuong,C30/37,8.07,2.9,0.14,9.35,1382,7.863,1.573
Ban_dam_1_phuong,C25/30,7.12,2.28,0.13,9.01,1383,4.684,0.937
San_console_Cantilever,C30/37,7.87,1.21,0.11,8.33,1384,-6.098,-0.61
San_console_Cantilever,C35/45,7.36,2.05,0.14,9.35,1385,-19.647,-1.965
Ban_dam_1_phuong,C35/45,8.58,3.14,0.12,8.67,1386,8.548,1.71
San_o_co_Waffle_Slab,C35/45,13.85,10.41,0.43,11.03,1387,57.374,101.559
San_console_Cantilever,C30/37,3.36,1.82,0.13,9.01,1388,-14.922,-1.492
Ban_dam_1_phuong,C30/37,6.29,2.97,0.15,9.68,1389,8.539,1.708
Ban_dam_1_phuong,C40/50,5.12,2.42,0.13,9.01,1390,5.277,1.055
San_console_Cantilever,C30/37,7.99,1.89,0.12,8.67,1391,-15.485,-1.548
San_o_co_Waffle_Slab,C20/25,13.04,9.93,0.49,12.05,1392,57.033,98.352
San_phang_Flat_Slab,C30/37,11.33,7.99,0.23,12.38,1393,84.054,39.517
San_console_Cantilever,C35/45,5.73,1.95,0.14,9.35,1394,-17.777,-1.778
San_o_co_Waffle_Slab,C40/50,11.14,9.72,0.46,11.71,1395,53.104,69.754
Ban_ke_4_canh_2_phuong,C25/30,7.56,4.6,0.19,11.03,1396,10.503,22.064
San_phang_Flat_Slab,C20/25,9.78,6.69,0.27,13.73,1397,67.375,30.725
San_phang_Flat_Slab,C35/45,10.58,8.85,0.28,14.07,1398,98.806,55.1
Ban_dam_1_phuong,C25/30,9.62,3.08,0.1,8.0,1399,7.589,1.518
San_console_Cantilever,C35/45,7.27,2.2,0.14,9.35,1400,-22.627,-2.263
San_o_co_Waffle_Slab,C20/25,11.68,11.08,0.37,10.36,1401,61.049,67.84
San_console_Cantilever,C35/45,7.24,1.85,0.15,9.68,1402,-16.565,-1.657
San_phang_Flat_Slab,C20/25,10.3,9.14,0.29,14.41,1403,101.744,60.19
Ban_ke_4_canh_2_phuong,C25/30,5.99,3.22,0.13,9.01,1404,4.204,11.315
Ban_ke_4_canh_2_phuong,C40/50,6.13,4.92,0.16,10.02,1405,10.915,13.178
Ban_ke_4_canh_2_phuong,C35/45,9.06,4.85,0.15,9.68,1406,10.246,27.81
Ban_ke_4_canh_2_phuong,C25/30,7.98,4.02,0.19,11.03,1407,8.021,24.584
San_console_Cantilever,C25/30,7.6,1.69,0.14,9.35,1408,-13.352,-1.335
Ban_ke_4_canh_2_phuong,C40/50,9.21,5.26,0.18,10.7,1409,13.322,31.767
Ban_ke_4_canh_2_phuong,C20/25,5.5,3.06,0.13,9.01,1410,3.796,9.539
Ban_dam_1_phuong,C40/50,11.51,3.89,0.13,9.01,1411,13.634,2.727
San_console_Cantilever,C40/50,5.82,1.67,0.11,8.33,1412,-11.616,-1.162
Ban_ke_4_canh_2_phuong,C40/50,7.77,3.91,0.18,10.7,1413,7.361,22.61
San_phang_Flat_Slab,C30/37,13.44,9.26,0.3,14.74,1414,137.584,63.196
Ban_dam_1_phuong,C30/37,7.79,3.1,0.15,9.68,1415,9.302,1.86
San_phang_Flat_Slab,C25/30,6.7,6.67,0.2,11.37,1416,38.109,25.292
Ban_dam_1_phuong,C30/37,5.3,2.08,0.11,8.33,1417,3.604,0.721
San_phang_Flat_Slab,C20/25,8.19,7.39,0.27,13.73,1418,62.325,37.491
Ban_ke_4_canh_2_phuong,C40/50,5.1,3.64,0.17,10.36,1419,6.177,9.431
San_phang_Flat_Slab,C35/45,11.02,7.44,0.22,12.05,1420,74.097,33.351
San_o_co_Waffle_Slab,C20/25,12.62,10.87,0.5,12.38,1421,70.214,94.641
Ban_ke_4_canh_2_phuong,C35/45,8.24,5.7,0.13,9.01,1422,13.173,21.412
San_phang_Flat_Slab,C30/37,13.59,9.43,0.24,12.72,1423,122.259,56.556
San_phang_Flat_Slab,C25/30,7.99,6.57,0.24,12.72,1424,50.08,27.453
Ban_ke_4_canh_2_phuong,C35/45,8.33,4.59,0.17,10.36,1425,9.822,25.16
Ban_ke_4_canh_2_phuong,C35/45,6.49,3.46,0.12,8.67,1426,4.671,12.781
Ban_ke_4_canh_2_phuong,C30/37,5.97,3.39,0.18,10.7,1427,5.533,13.348
San_o_co_Waffle_Slab,C40/50,11.08,9.03,0.37,10.36,1428,40.549,61.049
San_phang_Flat_Slab,C25/30,11.61,9.89,0.26,13.4,1429,115.397,65.534
San_o_co_Waffle_Slab,C35/45,10.92,8.62,0.36,10.02,1430,35.737,57.353
San_o_co_Waffle_Slab,C20/25,12.75,9.28,0.4,10.7,1431,44.23,83.492
Ban_dam_1_phuong,C20/25,9.24,3.02,0.13,9.01,1432,8.217,1.643
Ban_ke_4_canh_2_phuong,C25/30,8.75,5.0,0.14,9.35,1433,10.519,25.055
San_phang_Flat_Slab,C30/37,11.07,8.73,0.27,13.73,1434,99.516,52.32
Ban_dam_1_phuong,C30/37,6.57,2.58,0.13,9.01,1435,5.997,1.199
San_phang_Flat_Slab,C25/30,11.12,9.45,0.23,12.38,1436,97.57,55.278
San_o_co_Waffle_Slab,C20/25,16.03,11.39,0.42,11.03,1437,68.685,136.045
Ban_dam_1_phuong,C20/25,5.32,2.19,0.14,9.35,1438,4.484,0.897
Ban_ke_4_canh_2_phuong,C40/50,6.74,5.28,0.16,10.02,1439,12.57,15.931
Ban_dam_1_phuong,C30/37,9.07,2.6,0.11,8.33,1440,5.631,1.126
San_console_Cantilever,C35/45,4.46,2.17,0.1,8.0,1441,-18.836,-1.884
Ban_dam_1_phuong,C20/25,6.24,2.39,0.1,8.0,1442,4.57,0.914
San_o_co_Waffle_Slab,C35/45,10.48,10.01,0.46,11.71,1443,56.32,61.733
Ban_ke_4_canh_2_phuong,C25/30,9.66,5.59,0.16,10.02,1444,14.09,32.726
San_console_Cantilever,C35/45,3.09,1.46,0.14,9.35,1445,-9.965,-0.997
Ban_dam_1_phuong,C25/30,7.41,2.23,0.11,8.33,1446,4.142,0.828
Ban_dam_1_phuong,C25/30,6.89,3.05,0.12,8.67,1447,8.065,1.613
San_o_co_Waffle_Slab,C30/37,16.34,11.69,0.39,10.7,1448,70.187,137.129
San_console_Cantilever,C35/45,5.94,1.41,0.13,9.01,1449,-8.956,-0.896
San_console_Cantilever,C30/37,6.36,1.91,0.12,8.67,1450,-15.815,-1.582
Ban_dam_1_phuong,C40/50,7.2,2.08,0.13,9.01,1451,3.898,0.78
San_o_co_Waffle_Slab,C20/25,10.22,9.45,0.47,11.71,1452,50.195,58.708
Ban_ke_4_canh_2_phuong,C35/45,6.41,5.64,0.19,11.03,1453,15.789,15.862
San_o_co_Waffle_Slab,C20/25,11.12,8.69,0.5,12.38,1454,44.875,73.48
San_phang_Flat_Slab,C40/50,13.0,8.68,0.2,11.37,1455,96.224,42.832
San_phang_Flat_Slab,C30/37,13.4,8.94,0.27,13.73,1456,123.36,54.868
San_o_co_Waffle_Slab,C20/25,14.6,11.65,0.46,11.71,1457,76.287,119.813
Ban_dam_1_phuong,C25/30,7.19,2.61,0.13,9.01,1458,6.138,1.228
Ban_ke_4_canh_2_phuong,C20/25,5.12,3.32,0.18,10.7,1459,5.307,9.817
Ban_dam_1_phuong,C40/50,9.33,3.17,0.14,9.35,1460,9.396,1.879
San_o_co_Waffle_Slab,C35/45,12.25,8.49,0.36,10.02,1461,34.668,72.174
San_o_co_Waffle_Slab,C25/30,13.35,10.01,0.38,10.36,1462,49.828,88.626
San_console_Cantilever,C40/50,4.65,2.1,0.11,8.33,1463,-18.368,-1.837
San_o_co_Waffle_Slab,C20/25,10.38,8.88,0.49,12.05,1464,45.609,62.319
Ban_dam_1_phuong,C20/25,6.91,3.19,0.11,8.33,1465,8.477,1.695
San_console_Cantilever,C30/37,7.75,1.61,0.1,8.0,1466,-10.368,-1.037
San_phang_Flat_Slab,C35/45,6.62,6.1,0.29,14.41,1467,43.643,26.81
San_console_Cantilever,C25/30,6.68,2.4,0.12,8.67,1468,-24.97,-2.497
Ban_dam_1_phuong,C35/45,4.99,2.27,0.1,8.0,1469,4.122,0.824
San_o_co_Waffle_Slab,C30/37,11.31,8.76,0.39,10.7,1470,39.412,65.698
San_console_Cantilever,C35/45,3.16,1.74,0.13,9.01,1471,-13.639,-1.364
Ban_dam_1_phuong,C40/50,7.08,3.28,0.14,9.35,1472,10.059,2.012
San_o_co_Waffle_Slab,C40/50,14.03,11.28,0.38,10.36,1473,63.273,97.885
San_console_Cantilever,C30/37,6.89,1.82,0.12,8.67,1474,-14.359,-1.436
San_console_Cantilever,C35/45,5.4,2.41,0.15,9.68,1475,-28.111,-2.811
San_o_co_Waffle_Slab,C25/30,11.51,8.88,0.38,10.36,1476,39.213,65.88
San_o_co_Waffle_Slab,C25/30,10.76,8.97,0.48,12.05,1477,46.539,66.966
San_phang_Flat_Slab,C30/37,8.08,6.52,0.25,13.06,1478,51.602,27.759
San_console_Cantilever,C35/45,5.45,1.91,0.1,8.0,1479,-14.592,-1.459
Ban_dam_1_phuong,C25/30,8.91,3.31,0.11,8.33,1480,9.126,1.825
San_console_Cantilever,C25/30,6.35,2.32,0.11,8.33,1481,-22.418,-2.242
San_console_Cantilever,C30/37,7.41,2.33,0.12,8.67,1482,-23.534,-2.353
San_phang_Flat_Slab,C20/25,7.22,6.2,0.28,14.07,1483,47.237,27.043
San_phang_Flat_Slab,C20/25,10.6,9.55,0.24,12.72,1484,96.573,58.005
Ban_ke_4_canh_2_phuong,C30/37,7.15,4.97,0.15,9.68,1485,10.76,17.32
Ban_ke_4_canh_2_phuong,C20/25,10.66,5.45,0.13,9.01,1486,12.043,35.835
Ban_dam_1_phuong,C25/30,5.53,2.01,0.1,8.0,1487,3.232,0.646
Ban_ke_4_canh_2_phuong,C35/45,5.39,3.16,0.18,10.7,1488,4.808,10.88
San_console_Cantilever,C20/25,7.82,2.41,0.11,8.33,1489,-24.191,-2.419
Ban_dam_1_phuong,C20/25,7.04,3.25,0.11,8.33,1490,8.799,1.76
San_o_co_Waffle_Slab,C20/25,10.53,9.81,0.5,12.38,1491,57.187,65.89
San_o_co_Waffle_Slab,C20/25,10.16,9.47,0.49,12.05,1492,51.871,59.706
San_phang_Flat_Slab,C35/45,10.93,9.69,0.26,13.4,1493,106.441,62.91
San_console_Cantilever,C30/37,3.47,1.98,0.11,8.33,1494,-16.328,-1.633
San_phang_Flat_Slab,C25/30,11.95,9.34,0.3,14.74,1495,123.388,64.293
San_console_Cantilever,C35/45,4.72,1.7,0.13,9.01,1496,-13.019,-1.302
San_console_Cantilever,C20/25,6.56,2.13,0.12,8.67,1497,-19.667,-1.967
San_phang_Flat_Slab,C40/50,9.39,8.65,0.21,11.71,1498,71.335,43.809
San_o_co_Waffle_Slab,C30/37,10.71,10.41,0.38,10.36,1499,53.889,57.04
Ban_ke_4_canh_2_phuong,C25/30,5.68,3.52,0.19,11.03,1500,6.15,12.455
Ban_ke_4_canh_2_phuong,C40/50,6.87,5.76,0.18,10.7,1501,15.975,17.675
San_o_co_Waffle_Slab,C30/37,9.84,9.69,0.4,10.7,1502,48.225,49.73
San_console_Cantilever,C25/30,3.53,1.51,0.11,8.33,1503,-9.497,-0.95
San_o_co_Waffle_Slab,C30/37,10.68,8.49,0.45,11.37,1504,39.338,62.251
Ban_ke_4_canh_2_phuong,C25/30,9.35,5.14,0.12,8.67,1505,10.308,26.528
San_console_Cantilever,C35/45,5.43,2.21,0.11,8.33,1506,-20.342,-2.034
San_phang_Flat_Slab,C20/25,13.57,9.25,0.21,11.71,1507,110.24,50.097
San_console_Cantilever,C20/25,6.37,2.09,0.11,8.33,1508,-18.193,-1.819
San_phang_Flat_Slab,C25/30,9.78,6.9,0.29,14.41,1509,72.931,34.303
San_o_co_Waffle_Slab,C35/45,14.07,9.43,0.37,10.36,1510,44.221,98.444
San_console_Cantilever,C40/50,3.37,2.04,0.14,9.35,1511,-19.455,-1.946
Ban_ke_4_canh_2_phuong,C35/45,8.0,4.5,0.15,9.68,1512,8.821,21.683
San_phang_Flat_Slab,C40/50,9.99,6.86,0.2,11.37,1513,58.44,26.753
Ban_dam_1_phuong,C35/45,5.23,2.46,0.14,9.35,1514,5.658,1.132
Ban_ke_4_canh_2_phuong,C20/25,10.1,5.17,0.15,9.68,1515,11.643,34.561
Ban_dam_1_phuong,C25/30,8.94,2.61,0.11,8.33,1516,5.674,1.135
San_console_Cantilever,C40/50,5.43,1.79,0.14,9.35,1517,-14.979,-1.498
Ban_dam_1_phuong,C20/25,8.02,2.35,0.15,9.68,1518,5.346,1.069
San_console_Cantilever,C25/30,5.91,1.54,0.12,8.67,1519,-10.281,-1.028
Ban_ke_4_canh_2_phuong,C25/30,6.38,4.99,0.12,8.67,1520,9.715,12.352
Ban_ke_4_canh_2_phuong,C25/30,8.63,4.89,0.14,9.35,1521,10.061,24.373
San_console_Cantilever,C35/45,6.5,1.72,0.14,9.35,1522,-13.831,-1.383
San_console_Cantilever,C20/25,7.74,2.38,0.13,9.01,1523,-25.518,-2.552
San_phang_Flat_Slab,C35/45,12.24,9.88,0.22,12.05,1524,109.292,58.813
Ban_dam_1_phuong,C35/45,6.71,2.92,0.11,8.33,1525,7.102,1.42
San_console_Cantilever,C25/30,3.43,1.63,0.14,9.35,1526,-12.421,-1.242
Ban_ke_4_canh_2_phuong,C35/45,6.69,5.22,0.14,9.35,1527,11.465,14.646
San_console_Cantilever,C35/45,5.62,1.53,0.11,8.33,1528,-9.75,-0.975
San_o_co_Waffle_Slab,C25/30,8.63,8.13,0.4,10.7,1529,33.947,38.251
Ban_ke_4_canh_2_phuong,C40/50,8.71,5.4,0.13,9.01,1530,11.823,23.924
San_o_co_Waffle_Slab,C30/37,12.88,10.4,0.44,11.37,1531,59.029,90.539
San_phang_Flat_Slab,C20/25,9.91,7.19,0.24,12.72,1532,67.975,32.879
San_o_co_Waffle_Slab,C35/45,10.52,8.41,0.47,11.71,1533,39.755,62.206
San_phang_Flat_Slab,C20/25,9.28,6.8,0.25,13.06,1534,61.81,30.195
San_console_Cantilever,C20/25,4.74,1.5,0.13,9.01,1535,-10.136,-1.014
Ban_dam_1_phuong,C35/45,8.05,3.04,0.14,9.35,1536,8.641,1.728
San_phang_Flat_Slab,C40/50,7.98,7.57,0.22,12.05,1537,54.594,34.526
San_phang_Flat_Slab,C25/30,14.41,9.74,0.27,13.73,1538,144.529,65.127
San_console_Cantilever,C40/50,4.09,1.48,0.11,8.33,1539,-9.123,-0.912
Ban_ke_4_canh_2_phuong,C40/50,5.99,5.22,0.15,9.68,1540,11.869,12.156
Ban_dam_1_phuong,C25/30,10.46,3.57,0.14,9.35,1541,11.916,2.383
San_o_co_Waffle_Slab,C25/30,11.05,8.64,0.49,12.05,1542,43.177,70.624
San_phang_Flat_Slab,C30/37,10.89,9.9,0.25,13.06,1543,105.601,64.001
San_phang_Flat_Slab,C20/25,9.9,9.26,0.2,11.37,1544,78.175,48.748
Ban_dam_1_phuong,C35/45,6.75,2.18,0.15,9.68,1545,4.6,0.92
Ban_dam_1_phuong,C40/50,5.53,2.18,0.11,8.33,1546,3.959,0.792
San_console_Cantilever,C20/25,6.35,1.28,0.13,9.01,1547,-7.381,-0.738
San_phang_Flat_Slab,C40/50,8.68,8.22,0.25,13.06,1548,69.887,44.122
Ban_ke_4_canh_2_phuong,C30/37,7.03,5.96,0.12,8.67,1549,13.859,14.997
San_console_Cantilever,C25/30,7.27,2.14,0.13,9.01,1550,-20.631,-2.063
San_phang_Flat_Slab,C30/37,9.62,9.59,0.26,13.4,1551,92.717,61.619
Ban_dam_1_phuong,C20/25,9.32,3.06,0.11,8.33,1552,7.8,1.56
Ban_dam_1_phuong,C20/25,9.43,3.49,0.13,9.01,1553,10.974,2.195
San_phang_Flat_Slab,C25/30,12.18,8.14,0.22,12.05,1554,89.602,39.921
San_console_Cantilever,C25/30,7.26,1.34,0.12,8.67,1555,-7.784,-0.778
San_console_Cantilever,C20/25,5.52,1.34,0.11,8.33,1556,-7.479,-0.748
Ban_dam_1_phuong,C25/30,9.97,3.92,0.11,8.33,1557,12.8,2.56
San_console_Cantilever,C40/50,4.72,1.23,0.12,8.67,1558,-6.558,-0.656
San_console_Cantilever,C30/37,5.89,2.17,0.14,9.35,1559,-22.014,-2.201
San_phang_Flat_Slab,C20/25,8.3,7.29,0.24,12.72,1560,57.724,33.8
San_phang_Flat_Slab,C20/25,13.04,9.67,0.29,14.41,1561,136.279,67.373
San_console_Cantilever,C25/30,6.07,1.35,0.15,9.68,1562,-8.821,-0.882
San_phang_Flat_Slab,C25/30,10.7,8.57,0.23,12.38,1563,85.143,45.462
San_o_co_Waffle_Slab,C20/25,13.41,9.88,0.37,10.36,1564,48.542,89.425
Ban_ke_4_canh_2_phuong,C35/45,3.39,3.38,0.12,8.67,1565,4.457,3.487
San_phang_Flat_Slab,C35/45,10.89,8.01,0.25,13.06,1566,85.441,41.897
San_o_co_Waffle_Slab,C40/50,13.96,9.46,0.41,10.7,1567,45.963,100.091
San_console_Cantilever,C25/30,7.14,2.07,0.15,9.68,1568,-20.739,-2.074
San_console_Cantilever,C20/25,5.95,1.51,0.11,8.33,1569,-9.497,-0.95
San_phang_Flat_Slab,C20/25,12.04,9.15,0.29,14.41,1570,119.062,60.322
Ban_ke_4_canh_2_phuong,C40/50,5.61,5.14,0.14,9.35,1571,11.116,10.299
San_console_Cantilever,C25/30,3.26,1.73,0.14,9.35,1572,-13.992,-1.399
Ban_dam_1_phuong,C40/50,11.65,3.66,0.13,9.01,1573,12.069,2.414
San_phang_Flat_Slab,C35/45,9.68,8.83,0.22,12.05,1574,77.247,46.976
Ban_ke_4_canh_2_phuong,C25/30,6.43,3.42,0.18,10.7,1575,5.632,15.484
San_console_Cantilever,C40/50,6.92,1.39,0.13,9.01,1576,-8.704,-0.87
Ban_dam_1_phuong,C20/25,6.87,2.42,0.12,8.67,1577,5.077,1.015
Ban_dam_1_phuong,C35/45,12.58,3.72,0.12,8.67,1578,11.998,2.4
Ban_ke_4_canh_2_phuong,C30/37,10.79,5.85,0.16,10.02,1579,15.431,40.83
San_console_Cantilever,C30/37,5.05,1.5,0.11,8.33,1580,-9.371,-0.937
Ban_ke_4_canh_2_phuong,C20/25,8.45,4.47,0.19,11.03,1581,9.918,27.565
San_phang_Flat_Slab,C20/25,10.99,8.32,0.25,13.06,1582,89.562,45.202
Ban_ke_4_canh_2_phuong,C30/37,5.11,4.92,0.15,9.68,1583,10.544,8.847
Ban_ke_4_canh_2_phuong,C30/37,6.01,3.07,0.2,11.37,1584,4.822,14.374
San_phang_Flat_Slab,C20/25,9.86,6.81,0.26,13.4,1585,67.482,31.072
Ban_dam_1_phuong,C30/37,9.16,3.6,0.13,9.01,1586,11.677,2.335
Ban_dam_1_phuong,C25/30,7.44,2.28,0.15,9.68,1587,5.032,1.006
San_phang_Flat_Slab,C40/50,10.65,8.77,0.28,14.07,1588,98.561,54.108
Ban_dam_1_phuong,C35/45,8.66,2.76,0.15,9.68,1589,7.374,1.475
Ban_dam_1_phuong,C40/50,7.71,3.66,0.11,8.33,1590,11.159,2.232
San_console_Cantilever,C20/25,5.83,1.87,0.15,9.68,1591,-16.925,-1.693
Ban_ke_4_canh_2_phuong,C30/37,8.62,4.81,0.13,9.01,1592,9.381,23.432
San_phang_Flat_Slab,C35/45,12.54,8.81,0.24,12.72,1593,105.395,49.364
San_console_Cantilever,C20/25,3.52,2.3,0.1,8.0,1594,-21.16,-2.116
San_console_Cantilever,C40/50,3.76,1.92,0.14,9.35,1595,-17.234,-1.723
Ban_dam_1_phuong,C25/30,7.75,3.23,0.14,9.35,1596,9.755,1.951
San_phang_Flat_Slab,C25/30,11.92,9.61,0.23,12.38,1597,106.361,57.166
Ban_ke_4_canh_2_phuong,C20/25,9.3,4.96,0.17,10.36,1598,11.469,31.361
Ban_dam_1_phuong,C40/50,9.44,3.2,0.12,8.67,1599,8.878,1.776
